nct_id,section,signal_type,label,detail,source_sentence
NCT07357597,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,Patients with locally advanced or metastatic EGFRm NSCLC who have received prior EGFR-directed therapy and platinum-based chemotherapy. Age
NCT07357597,inclusion,ecog,ECOG 0,0-0,ECOG performance status 0 or 1.
NCT07360314,inclusion,ecog,ECOG 1,1-1,Participants with ECOG Performance Status (ECOG) less than and equal to (\<=) 1
NCT07361107,inclusion,ecog,ECOG 0–3,0-3,Eastern Cooperative Oncology Group (ECOG) performance status 0 to 3.
NCT07361497,inclusion,ecog,ECOG 0,0-0,Participants must have an Eastern Cooperative Oncology Group (ECOG) performance status (PS) score of 0 or 1.
NCT07361497,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,Participants with non-squamous histology must not have documented Epidermal Growth Factor Receptor (EGFR) and anaplastic lymphoma kinase (ALK) rearrangements.
NCT07361497,exclusion,biomarker,ALK positive,ALK:positive,Participants with non-squamous histology must not have documented Epidermal Growth Factor Receptor (EGFR) and anaplastic lymphoma kinase (ALK) rearrangements.
NCT07361510,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Participants must have a programmed death ligand-1 (PD-L1) expression ≥ 50%.
NCT07361510,inclusion,ecog,ECOG 0–1,0-1,Participants must have an Eastern Cooperative Oncology Group (ECOG) Performance Status 0-1.
NCT07361562,inclusion,biomarker,HER2 positive,HER2:positive,"Part A: Locally advanced, metastatic, and/or unresectable solid tumor with documented ERBB2-activating alteration or NRG1 gene fusion in blood and/or tumor or HER2 overexpression in tumor"
NCT07361562,inclusion,ecog,ECOG 0–1,0-1,"Eastern Cooperative Oncology Group (ECOG) Performance Status 0 to 1 for Part A. For Parts B and C, ECOG Performance Status must be 0 to 2."
NCT07365319,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Participant must have documented evidence that mutation-directed therapy is not indicated, based on the absence of tumor-activating mutations or fusions (e.g., but not limited to EGFR, ALK, RET, ROS1, BRAF) for which approved first-line targeted therapies are available to the participant in their respective country."
NCT07365319,inclusion,biomarker,ALK mentioned,ALK:unspecified,"Participant must have documented evidence that mutation-directed therapy is not indicated, based on the absence of tumor-activating mutations or fusions (e.g., but not limited to EGFR, ALK, RET, ROS1, BRAF) for which approved first-line targeted therapies are available to the participant in their respective country."
NCT07365319,inclusion,biomarker,ROS1 mentioned,ROS1:unspecified,"Participant must have documented evidence that mutation-directed therapy is not indicated, based on the absence of tumor-activating mutations or fusions (e.g., but not limited to EGFR, ALK, RET, ROS1, BRAF) for which approved first-line targeted therapies are available to the participant in their respective country."
NCT07365319,inclusion,biomarker,BRAF mentioned,BRAF:unspecified,"Participant must have documented evidence that mutation-directed therapy is not indicated, based on the absence of tumor-activating mutations or fusions (e.g., but not limited to EGFR, ALK, RET, ROS1, BRAF) for which approved first-line targeted therapies are available to the participant in their respective country."
NCT07365319,inclusion,ecog,ECOG 0–1,0-1,Participant has an ECOG Performance Status of 0 to 1 assessed no more than 10 days before start of the treatment.
NCT07365319,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"Participant has tumor tissue available for PD-L1 testing from a site that was not radiated prior to biopsy, and was obtained, ideally, after diagnosis of metastatic disease. Biopsies obtained prior to receipt of adjuvant/neoadjuvant chemotherapy will be permitted if recent biopsy is not feasible (provided the specimen is \< 3yrs old). Key"
NCT07368998,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Documented ER +/ HER2- tumor according to American Society of Clinical Oncology/College of American Pathologists (ASCO/CAP) guidelines
NCT07368998,inclusion,prior_therapy,≤1 prior line,<=1,Disease progression after or during treatment with a combination of CDK4/6i and endocrine therapy: \<= 1 prior lines of systemic therapy in the locally advanced (recurrent or progressed) or metastatic setting
NCT07368998,inclusion,biomarker,PIK3CA positive,PIK3CA:positive,Confirmation of biomarker eligibility: presence of \>= 1 study-eligible PIK3CA mutation
NCT07382726,inclusion,biomarker,KRAS positive,KRAS:positive,Tumor must harbor a KRAS G12C mutation. Testing available through multigene NGS panels performed in the Molecular Diagnostics Laboratory in UT MD Anderson Cancer Center and can be performed using either tissue or blood assays. Use of standard of care (SOC) results are allowed to meet this requirement.
NCT07382726,inclusion,biomarker,KRAS mentioned,KRAS:unspecified,Patients must have progressed on a prior KRAS G12C inhibitor as monotherapy or as combination therapy.
NCT07382726,inclusion,prior_therapy,≥1 prior line,>=1,Patients must have received at least one prior line of therapy and up to 3 prior lines of therapy.
NCT07382726,inclusion,ecog,ECOG 0–1,0-1,ECOG performance status 0 - 1.
NCT07383506,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,Histologically confirmed advanced solid tumor harboring oncogenic PIK3CA mutations in blood and/or tumor:
NCT07383506,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,"Phase 1b Cohort 1, participants must have PIK3CA endometrial cancer"
NCT07383506,inclusion,biomarker,HER2 positive,HER2:positive,"Phase 1b Cohort 2, participants must have HR-positive/HER2-negative or HER2-low breast cancer (immunohistochemistry \[IHC\] and in-situ hybridization results must meet ASCO-College of American Pathology guidelines for breast cancer or criteria)"
NCT07383506,inclusion,biomarker,HER2 negative,HER2:negative,"Phase 1b Cohort 2, participants must have HR-positive/HER2-negative or HER2-low breast cancer (immunohistochemistry \[IHC\] and in-situ hybridization results must meet ASCO-College of American Pathology guidelines for breast cancer or criteria)"
NCT07383506,inclusion,biomarker,PIK3CA mentioned,PIK3CA:unspecified,"Phase 1b Cohort 3 will allow all solid tumors that do not meet criteria for Phase 1b Cohorts 1 or 2, including head and neck cancers, other gynecological cancers, colorectal cancers harboring PIK3CA mutations"
NCT07383506,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) Performance Status 0 to 1
NCT07383506,exclusion,biomarker,EGFR mentioned,EGFR:unspecified,"Previous molecular testing (NGS or PCR) showed tumor with the following mutations: mutations/deletions in PTEN or activating mutations in AKT, HRAS/KRAS/NRAS, EGFR, and BRAF"
NCT07383506,exclusion,biomarker,KRAS mentioned,KRAS:unspecified,"Previous molecular testing (NGS or PCR) showed tumor with the following mutations: mutations/deletions in PTEN or activating mutations in AKT, HRAS/KRAS/NRAS, EGFR, and BRAF"
NCT07383506,exclusion,biomarker,BRAF mentioned,BRAF:unspecified,"Previous molecular testing (NGS or PCR) showed tumor with the following mutations: mutations/deletions in PTEN or activating mutations in AKT, HRAS/KRAS/NRAS, EGFR, and BRAF"
NCT07383649,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance score of 0-2
NCT07387445,inclusion,ecog,ECOG 0,0-0,ECOG 0 or 1
NCT07388524,inclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,"PD-L1 immunohistochemistry showing tumor proportion score (TPS) ≥ 50%, by an Food and Drug Administration (FDA)-approved assay including but not limited to SP263, SP142, 22C3, 28-8, performed either on surgical specimen or biopsy specimen"
NCT07388524,inclusion,biomarker,EGFR positive,EGFR:positive,No EGFR exon 19 deletion (del) or L858R mutation or ALK fusion; molecular testing may have been performed either on surgical specimen or biopsy specimen. Tumors with purely squamous histology are not required to undergo EGFR or ALK gene testing
NCT07388524,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,No EGFR exon 19 deletion (del) or L858R mutation or ALK fusion; molecular testing may have been performed either on surgical specimen or biopsy specimen. Tumors with purely squamous histology are not required to undergo EGFR or ALK gene testing
NCT07388524,inclusion,biomarker,ALK positive,ALK:positive,No EGFR exon 19 deletion (del) or L858R mutation or ALK fusion; molecular testing may have been performed either on surgical specimen or biopsy specimen. Tumors with purely squamous histology are not required to undergo EGFR or ALK gene testing
NCT07388524,inclusion,biomarker,ALK mentioned,ALK:unspecified,No EGFR exon 19 deletion (del) or L858R mutation or ALK fusion; molecular testing may have been performed either on surgical specimen or biopsy specimen. Tumors with purely squamous histology are not required to undergo EGFR or ALK gene testing
NCT07388524,inclusion,ecog,ECOG 0–2,0-2,Eastern Cooperative Oncology Group (ECOG) performance status ≤ 2 (or Karnofsky ≥ 60%)
NCT07391774,inclusion,ecog,ECOG 0–2,0-2,STEP 0: Patient must have an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 within 28 days prior to Step 0 pre-registration
NCT07391774,inclusion,biomarker,HER2 negative,HER2:negative,STEP 0: Patient must have a primary breast tumor that is HER2-negative by current ASCO/CAP guidelines utilizing immunohistochemistry and/or fluorescence in situ hybridization (FISH)
NCT07391774,inclusion,biomarker,HER2 positive,HER2:positive,"STEP 0: Patient may have multicentric or multifocal breast cancer if the highest stage tumor meets eligibility criteria outlined above, and the tumor sites are felt to represent a single disease process by local pathology or other sites of disease are also ER-positive (\> 10%) and HER2 negative, if such testing is completed. If local pathology feels that multicentric or multifocal disease may represent distinct disease processes repeat disease receptor testing is required other sites of disease must also be also ER-positive (\> 10%) and HER2-negative"
NCT07391774,inclusion,biomarker,HER2 positive,HER2:positive,"STEP 0: Patient may have multicentric or multifocal breast cancer if the highest stage tumor meets eligibility criteria outlined above, and the tumor sites are felt to represent a single disease process by local pathology or other sites of disease are also ER-positive (\> 10%) and HER2 negative, if such testing is completed. If local pathology feels that multicentric or multifocal disease may represent distinct disease processes repeat disease receptor testing is required other sites of disease must also be also ER-positive (\> 10%) and HER2-negative"
NCT07391774,inclusion,biomarker,EGFR mentioned,EGFR:unspecified,STEP 0: Estimated glomerular filtration rate (eGFR) ≥ 30 mL/minute/1.73 m\^2 (obtained ≤ 28 days prior to Step 0 Pre-Registration)
NCT07397338,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
NCT07397338,inclusion,biomarker,KRAS positive,KRAS:positive,"Histologically confirmed, locally advanced or metastatic solid tumor malignancy with documented RAS mutation in KRAS, HRAS, or NRAS."
NCT07397338,inclusion,prior_therapy,≤2 prior lines,<=2,Solid tumor or CRC previously treated with no more than 2 prior lines of therapy for advanced disease and progressed or been intolerant to prior standard therapies (Arm C for Part 2 Dose Expansion).
NCT07398209,inclusion,ecog,ECOG 0–3,0-3,ECOG performance status ≤ 3
NCT07402473,inclusion,biomarker,HER2 positive,HER2:positive,Tumors must be HER2 positive either by IHC (3+) or by IHC 2+ and FISH positive.
NCT07402473,exclusion,biomarker,HER2 mentioned,HER2:unspecified,"Previous treatment with chemotherapy, anti-HER2 therapy, radiation therapy, or endocrine therapy for invasive breast cancer. Exception: patients can start upto 1 cycle of HP prior to starting treatment on study."
